variety,word,decision,register,gloss,gloss_source,note,decided_by,decided_at
nl,waaks,keep,,waakzaam,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wadlopen,keep,,bij eb over het wad lopen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wadloper,keep,,iemand die wadloopt,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,warenwet,keep,,wet op voedsel- en productveiligheid,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,waspeen,keep,,worteltjes,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wassenaar,keep,,Wassenaar (rijke villagemeente bij Den Haag),claude-opus-5 (switched on author's instruction),,author,2026-09-21T18:00:10+00:00
nl,watervlug,keep,,heel snel,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:48+00:00
nl,waxine,keep,,waxinelichtje,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,weckpot,keep,,glazen inmaakpot,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,werkeloos,keep,,werkloos,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,werkeloze,keep,,werkloze,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:39+00:00
nl,wetering,keep,,"waterloop, sloot",claude-opus-5 (accepted by author),,author,2026-09-21T17:38:11+00:00
nl,wieberen,keep,,"opkrassen, weggaan",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wietteler,keep,standard,wietkweker,claude-opus-5 (accepted by author),,author,2026-09-21T17:33:10+00:00
nl,wildbraad,keep,,wildvlees,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,winkelpui,keep,,winkelgevel,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:34+00:00
nl,wipkip,keep,,wipdier op een speelplaats,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wipwap,keep,,wip (speeltuig),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wissewasje,keep,,kleinigheid,claude-opus-5 (accepted by author),,author,2026-09-21T17:38:52+00:00
nl,woei,keep,,verleden tijd van waaien,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wokkel,keep,,zoutje (chips in spiraalvorm),claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,wybertje,keep,,"keelpastille (zwart, zoet)",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,yuppen,keep,,zich als yup gedragen,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,zalmsnip,reject_obsolete,,fictief geldstramien; biljet,gemini (chosen by author),nl_reviewer: te oud/verouderd,nl_reviewer,2026-09-21T18:06:41+00:00
nl,zeiksnor,keep,standard,zeur,claude-opus-5 (accepted by author),,author,2026-09-21T17:35:46+00:00
nl,zieligjes,keep,,een beetje zielig,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,zitvlees,keep,,geduld om te blijven zitten,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,zwaktebod,keep,,zwakke zet,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,zwalken,keep,,"dolen, zwerven",claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
nl,zwalker,keep,,zwerver,claude-opus-5,,bulk,2026-09-21T17:42:37+00:00
